Subject Catalog Nbr 	Title	Instructors  	Term 	Term Code 	Cross- listed	A+	A	A-	B+	B	B-	C+	C	C-	D+	D	D-	F	P	NP	S	U	I	W	-	Total
AM 10	Math Methods I	Abram Kay Stout Rodgers	2021 Spring Quarter	2212	N	4	90	41	20	25	11	15	14			7		5	1	6				1		240
AM 11A	Math Methd for Econ	Bruno Silva Mendes	2021 Spring Quarter	2212	Y		2	5	13	2			1			2		1	2							28
AM 11B	Math Methds Econ II	Jonathan Rice Katznelson	2021 Spring Quarter	2212	Y	2	12	15	7	15	6	13	15	4		6		11	6	9				3		124
AM 20	Math Methods II	Qi Gong	2021 Spring Quarter	2212	N	8	14	19	23	24	15	20	19					1	1	3	1			3		151
AM 30	SOE Calculus III	Jonathan Rice Katznelson	2021 Spring Quarter	2212	N	2	9	7	10	17	5	9	3	2		2		2		1				1		70
AM 213B	Num Mthds Diff Eq	Hongyun Wang	2021 Spring Quarter	2212	N	4	9	2										1			1					17
AM 250	Intro High Perf Comp	Nicholas H Brummell	2021 Spring Quarter	2212	N	5	9			1			1								1					17
ANTH 2	Intr Culturl Anthro	Melissa L Caldwell	2021 Spring Quarter	2212	N		91	40	64	43	4	2	4	1	1	5		7	22	7				7		298
ANTH 101	Human Evolution	Emily A Schach	2021 Spring Quarter	2212	N	2	30		7	18		1	4						5	1				1		69
ANTH 106	Primate Behavior	Viktoria Oelze	2021 Spring Quarter	2212	N	25	20	19	4	5		2	1				2	1	6							85
ANTH 110I	SustainbilitySocJust	David Michael Shaw	2021 Spring Quarter	2212	N	3	8	6	1	4			2						1	1				2		28
ANTH 110J	Emerging Humanity	David Allen Ingleman	2021 Spring Quarter	2212	N	16	7	7	1	4		2		1				4	3					1		46
ANTH 110Y	Feeding California	Brian Walter	2021 Spring Quarter	2212	N	3	7	4	3	2	2	2	1					1	8					1		34
ANTH 138	Political Anthro	April Lucille Reber	2021 Spring Quarter	2212	Y	6	9	1		4	1		3		1			5		3						33
ANTH 151	Ethnography Wrkshop	Alejandra Letelier Kramer	2021 Spring Quarter	2212	N	6	15	2	1	2		1						1		1				1		30
ANTH 170	His Archaeol Theory	Tsim D Schneider	2021 Spring Quarter	2212	N	4	5		2	5									1	2						19
ANTH 176F	Cal Archaeology	Tsim D Schneider	2021 Spring Quarter	2212	N	17	17		7	7		1	3						2					1		55
ANTH 177	Environmental Arch	Erendira M Quintana Morales	2021 Spring Quarter	2212	N		27	7	2	2	2		2			1		5	1							49
ANTH 179	Slavery in Atlantic	Gregory O'Malley; James C Monroe	2021 Spring Quarter	2212	Y	1	2	5	6	4	3		2		2			1	7	1	1					35
ANTH 180	Ceramic Analysis	Judith A Habicht Mauche	2021 Spring Quarter	2212	Y		1	4	3	1									1					1		11
ANTH 194V	Who Owns the Past?	Erendira M Quintana Morales	2021 Spring Quarter	2212	N		12			3		1														16
ANTH 196K	Settler Colonialism	Renya K Ramirez	2021 Spring Quarter	2212	N		16		1	1																18
ANTH 196Q	Property	Mark D Anderson	2021 Spring Quarter	2212	N	1	5	3	3	3									1							16
APLX 115	Language and Power	Julia Swan	2021 Spring Quarter	2212	N		7	2	3	3			2	1				3		1						22
APLX 135	Second Lang Teach	Donald Patrick Miller	2021 Spring Quarter	2212	N	3	7	5	3	2	1									1						22
APLX 136	L2 Assessment	Zsuzsanna Abrams	2021 Spring Quarter	2212	N	1	6	4		1								1	1							14
APLX 190	Research Sem APLX	Donald Patrick Miller	2021 Spring Quarter	2212	N	1	9	3	2	3	1								1							20
ARBC 3	Arabic: First Year	Abdelkader Berrahmoun	2021 Spring Quarter	2212	N		7												1		4					12
ART 10F	4D Foundation	Kristen Ling Gillette	2021 Spring Quarter	2212	N	19	67	14	10	12	3	3	3			1		6	12	4				7		161
ART 20G	Intro Print/Draw	Enrique Martinez Leal	2021 Spring Quarter	2212	N	2	2	5	4	7			1	1										2		24
ART 20I	Intro Photography	Kathleen Chris Perry	2021 Spring Quarter	2212	N		3	10	3	3										1				1		21
ART 20J	Intro Draw/Paint	Melissa Gwyn	2021 Spring Quarter	2212	N		12	3																		15
ART 20K	Intro New Media	Jennifer A Parker	2021 Spring Quarter	2212	N	1	17			1			1					2						1		23
ART 80E	Enviro Art Expanded	Jorge Mascarenhas Menna Barreto	2021 Spring Quarter	2212	N	24	109	20	12	10	4			1	1	4		5	6	1				2		199
ART 106O	2D Animation	Kristen Ling Gillette	2021 Spring Quarter	2212	N	27	40	8	7	10	4	2	2			1		5	16	4				1		127
ART 133	Abstract Painting	Frank R Galuszka	2021 Spring Quarter	2212	N	2	14	2	1			1	1			1										22
ART 137	Outdoor Paint Proj	Peter M Loftus	2021 Spring Quarter	2212	N		9	11					1					2						1		24
ART 152A	Photographic Book	Kathleen Chris Perry	2021 Spring Quarter	2212	N		2	13	1		1										1					18
ART 158	Adv Photography	Karolina Karlic	2021 Spring Quarter	2212	N	11		1													1					13
ART 169	Spec Topic Printmak	Sarah Sanford	2021 Spring Quarter	2212	N		3	4	2										1							10
ART 169	Spec Topic Printmak	Sarah Sanford	2021 Spring Quarter	2212	N	1	5	1		1								2								10
ART 180B	Sculpture II	Dana Thurmond Hemenway; Wendy Dee Hibbert-Jones	2021 Spring Quarter	2212	N	1	7	4	2	1																15
ART 189	SpecialTopicsSculpture	Sean M Monaghan	2021 Spring Quarter	2212	N		10	4	3	1																18
ART 190B	Senior Project	Jennifer A Parker; Maya Cecily Manvi	2021 Spring Quarter	2212	N	3	26																			29
ARTG 80I	Foundations of Play	Mirek James Stolee	2021 Spring Quarter	2212	N	10	56	13	5		1	1	2			1			3							92
ARTG 118	Char Creation in Games	Eduard Joseph Gregor	2021 Spring Quarter	2212	N	7	32	5	1	2			2					1	1	1						52
ARTG 120	Game Design Exp	Elizabeth A Swensen	2021 Spring Quarter	2212	N	68	34	5	1	10			2					1	1							122
ARTG 120	Game Design Exp	Hadiseh Gooranorimi	2021 Spring Quarter	2212	N	59	20	3	3	3	1								1	1						91
ARTG 145	Non-digital Game Des	Rosy Hearts	2021 Spring Quarter	2212	N	9	15												1							25
ARTG 172	Game Design III	Matthew R.F. Balousek; Mirek James Stolee	2021 Spring Quarter	2212	N	4	92	1	2	1																100
ASTR 1	The Cosmos	Alexie Leauthaud	2021 Spring Quarter	2212	N		26	14	12	9	13	12	7		1		2	2	57	5				2		162
ASTR 3	Planetary Systems	Ruth Murray-Clay	2021 Spring Quarter	2212	N	23	94	17	3	15	6	5	5	1			1	9	19	5				3		206
ASTR 16	Astrobio/Life/Universe	Natalie Batalha	2021 Spring Quarter	2212	N	1	7	12	10	9	7	5	2	4				6	14	1				2		80
ASTR 112	Physics of Stars	Ryan Joseph Foley	2021 Spring Quarter	2212	N	4	8	3	8	2	2	2	2	2		1		6		2				1		43
ASTR 119	Intro Sci Computing	Naor Movshovitz	2021 Spring Quarter	2212	N	5	3	1	1		2		3	1	1	2		1		1	1					22
ASTR 171	Genl Relativity	Wolfgang Altmannshofer	2021 Spring Quarter	2212	Y	1	3	2	1	6	5	1														19
BIOC 100C	Biochemistry	Hanns Hinrich Boeger	2021 Spring Quarter	2212	N	2	29	7	17	38	31	17	13					3		1				3		161
BIOC 110L	AdvBiochemLaboratory	Caileen Marie Brison	2021 Spring Quarter	2212	N		4	3	2	2			3													14
BIOE 16	Intro to Horticulture	Rachel Meyer	2021 Spring Quarter	2212	N		13												2							15
BIOE 20B	Developmt & Physiol	Robin Christine Dunkin	2021 Spring Quarter	2212	N		83	32	16	9	4	3	4					3								154
BIOE 20C	Ecology & Evolution	Baldo Branimir Marinovic	2021 Spring Quarter	2212	N	5	30	41	23	48	23	18	28		9	3		12	9	5				1		255
BIOE 107	Ecology	Eric P. Palkovacs	2021 Spring Quarter	2212	N	7	32	12	7	6	2	4	1			1		1	1							74
BIOE 109	Evolution	Giacomo Bernardi	2021 Spring Quarter	2212	N	23	33	9	22	17	13	7	1			2			2							129
BIOE 118	Plants and Society	Jarmila Pittermann	2021 Spring Quarter	2212	N		24	1	8	7	1	3	2						4					2		52
BIOE 120	Marine Botany	Kristen Kusic Heady	2021 Spring Quarter	2212	N	9	47						1													57
BIOE 120L	Marine Botany Lab	Kristen Kusic Heady	2021 Spring Quarter	2212	N	3	17			9								2								31
BIOE 120L	Marine Botany Lab	Kristen Kusic Heady	2021 Spring Quarter	2212	N	3	18			5								1								27
BIOE 125	Ecosystems of Calif	Erika S Zavaleta	2021 Spring Quarter	2212	Y	6	5	4	2	4	1							1								23
BIOE 128L	LrgMarineVertebField	Patrick William Robinson	2021 Spring Quarter	2212	N	1	11			2									2							16
BIOE 129	Biol Marine Mammals	Caroline Brett Casey; Dan Costa	2021 Spring Quarter	2212	N	1	32	16	17	19	6	6	7	2				3						2		111
BIOE 129L	Marine Mammals Lab	Caroline Brett Casey; Dan Costa	2021 Spring Quarter	2212	N	3	14	6	1	1		1	1													27
BIOE 129L	Marine Mammals Lab	Caroline Brett Casey; Dan Costa	2021 Spring Quarter	2212	N	3	14	1	1	2		1						1								23
BIOE 129L	Marine Mammals Lab	Caroline Brett Casey; Dan Costa	2021 Spring Quarter	2212	N	6	11	3	4	3		2														29
BIOE 133	Exercise Physiology	Lilian Patricia Carswell	2021 Spring Quarter	2212	N	2	7	4	5	3	4		1			1								1		28
BIOE 136	Enviro Physiology	Sarah McKay Strobel	2021 Spring Quarter	2212	N	17	13	7	4	3		1	2			1		2	1							51
BIOE 145	Plant Ecology	Ingrid Marie Parker	2021 Spring Quarter	2212	Y	1	8	6	11	6	3	2	2							1				2		42
BIOE 145L	Plant Ecology Field	Ingrid Marie Parker	2021 Spring Quarter	2212	N		3	3	5	2	1	1												1		16
BIOE 147	Community Ecology	Laurel R Fox	2021 Spring Quarter	2212	Y	2	5	3	3	5	1	6	1			2		1						3		32
BIOE 151A	Ecol Field Methods	Donald A Croll; Gage Hart Dayton	2021 Spring Quarter	2212	Y	3	10	3																		16
BIOE 151B	Ecol Fld Mthds Lab	Donald A Croll; Gage Hart Dayton	2021 Spring Quarter	2212	Y	3	10	3																		16
BIOE 151D	Conserv/Practice	Donald A Croll; Gage Hart Dayton	2021 Spring Quarter	2212	Y	7	7	2																		16
BIOE 172	Population Genetics	Grant Pogson	2021 Spring Quarter	2212	Y	2	10		1	2		3	1					2	2	1				1		25
BIOE 199F	Tutorial	Erika S Zavaleta	2021 Spring Quarter	2212	N		15												2	1						18
BIOE 215	Adv Seminar EEB	Eric P. Palkovacs; Stephan B Munch	2021 Spring Quarter	2212	N		9														12	1		1		23
BIOL 15	Research Reports	Theodore R Holman	2021 Spring Quarter	2212	N		10	4											2							16
BIOL 20A	Cell & Molecular Bi	Melissa S Jurica	2021 Spring Quarter	2212	N	11	26	27	21	77	32	19	41	9		13		17	2	7				7		309
BIOL 20L	Experimental Lab	James A Shanks	2021 Spring Quarter	2212	N	8	41	22	24	14	8	8	5			3		2	1					3		139
BIOL 88	Studies in Medicine	Grant A Hartzog	2021 Spring Quarter	2212	N	7	35	9	3			1	2						7					2		66
BIOL 100	Biochemistry	Douglas Kellogg	2021 Spring Quarter	2212	N	7	11	7	9	24	8	9	79	1		9			1	2				2		169
BIOL 101	Molecular Biology	Victoria A Stone	2021 Spring Quarter	2212	N	1	62	33	20	60	18	9	19	8	4	3	1	4	1	1						244
BIOL 101L	Molecular Bio Lab	James A Shanks	2021 Spring Quarter	2212	N	3	38	46	24	24	15	6	7			1		3						7		174
BIOL 104L	Corona Bioinform Lab	Jeremy Earl Kreher	2021 Spring Quarter	2212	N	2	17	13	16	18	9	6	8			3			1					1		94
BIOL 105	Genetics	Jeremy C Lee	2021 Spring Quarter	2212	N	5	17	18	13	23	12	14	33			7		8		6				6		162
BIOL 105	Genetics	Susan Strome	2021 Spring Quarter	2212	N	2	7		2	10	3	4	14			9		4		1				9		65
BIOL 110	Cell Biology	Guido Bordignon	2021 Spring Quarter	2212	N	5	45		4	28		1	9					1						3		96
BIOL 111B	Immunology II	Martha C Zuniga	2021 Spring Quarter	2212	N		6	2											2							10
BIOL 114	Cancer Cell Biology	Alan Mark Zahler	2021 Spring Quarter	2212	N	4	19	3	6	33	3	4	4					1	4	3						84
BIOL 118	Human Genetics	Olena Morozova	2021 Spring Quarter	2212	N	6	14	1	1	12	3	1	8	1	1				1	1				1		51
BIOL 120	DevelopmentalBiology	Zhu Wang	2021 Spring Quarter	2212	N	4	20	13	7	17	10		5						1	1				1		79
BIOL 124	Bioimaging	Yi Zuo	2021 Spring Quarter	2212	N		2	3	2			1							6		1			2		17
BIOL 126	Adv Molec Neurosci	Yi Zuo	2021 Spring Quarter	2212	N		10	10	12	20	11	3	4						1					1		72
BIOL 128	Dev Neuro	Bin Chen	2021 Spring Quarter	2212	N	1	3		3	2			1			1										11
BIOL 130	Human Physiology	Giulia Jale Gurun Gurun	2021 Spring Quarter	2212	N	2	3	1	9	8	3	4	9		1	1		5		1				4		51
BIOL 130L	Human Physiology Lab	Giulia Jale Gurun Gurun	2021 Spring Quarter	2212	N		1	5	2	6	4	2	10					2		1				2		35
BIOL 186L	Undergrad Rsrch MCD	Grant A Hartzog; William Sullivan	2021 Spring Quarter	2212	Y		8	2																1		11
BIOL 189	Health Sci Intrnshp	Lindsay Hinck	2021 Spring Quarter	2212	N	3	15	1																		19
BIOL 189W	Human Biology DC	Lindsay Hinck	2021 Spring Quarter	2212	N	3	1	9	4	3	3		1					1								25
BIOL 189W	Human Biology DC	Jeremy Earl Kreher	2021 Spring Quarter	2212	N	18	25	26	12	1	1		4					2						1		90
BIOL 289	Practice of Science	Douglas Kellogg	2021 Spring Quarter	2212	N		17														31					48
BME 51B	Appl Electronics 2	Kevin Karplus	2021 Spring Quarter	2212	N				1	5	6	10	13				1			1						37
BME 80H	The Human Genome	Wendy Faye Rothwell	2021 Spring Quarter	2212	N	1	9	1	3	10	2	3	5			1		2	5	5						47
BME 105	Genetics/Genomics	Massa Shoura	2021 Spring Quarter	2212	N		20			11			11			3										45
BME 110	Comp Bio Tools	Joshua M Stuart	2021 Spring Quarter	2212	N	17	7	6	4	6	4	2	5	1				1	9	1				2		65
BME 128L	Protein Eng lab	Rebecca M Dubois	2021 Spring Quarter	2212	N	3	13	3	1	3		1		1					4							29
BME 160	ResBioProgramming	David Lee Bernick	2021 Spring Quarter	2212	N		15	6	6	8	4	4	3			2	3	3		3				3		60
BME 163	Data Visualization	Russell Corbett-Detig	2021 Spring Quarter	2212	Y	23	36	8	2	2								1	1	2						75
BME 177	Engr Stem Cells	Ali Shariati	2021 Spring Quarter	2212	N	6	7	20	3															1		37
BME 237	RNA Bioinformatics	Angela Brooks	2021 Spring Quarter	2212	N	5	7			1										1	8					22
BME 280B	Bioinform/Bioeng Sem	Daniel Kim	2021 Spring Quarter	2212	N														4		22					26
CHEM 1A	General Chemistry	Aura Alegra Eroy-Reveles	2021 Spring Quarter	2212	N		68	7	16	19	5	19	34	2		7		30	13	8				9		237
CHEM 1B	General Chemistry	Rachel Ann Snelling	2021 Spring Quarter	2212	N	74	89	56	33	29	19	6	20							1				4		331
CHEM 1C	General Chemistry	Peter Scott Weiss	2021 Spring Quarter	2212	N	131	135	48	43	28	16	19	11			2		8	1	4				2		448
CHEM 1M	Gen Chem Lab	Randa Elaine Pfeifer Roland	2021 Spring Quarter	2212	N		163	20	7	10	2	2	2					4	1	1				5		217
CHEM 1N	Gen Chem Lab	Randa Elaine Pfeifer Roland	2021 Spring Quarter	2212	N		350	15	3	11	3	6	3			3		2	2	2				3		403
CHEM 8B	Organic Chemistry	Bakthan Singaram	2021 Spring Quarter	2212	N	6	42	38	77	76	79	59	27					12	1	6				12		435
CHEM 8M	Organic Chem Lab	Rachel Ann Snelling	2021 Spring Quarter	2212	N	152	23	13	4	2	1	1						2		1				1		200
CHEM 103	Biochemistry	Caileen Marie Brison	2021 Spring Quarter	2212	N		22	11	3	5	2	2									1					46
CHEM 109	Org Chem:Apps to Bio	Caitlin Maria Binder	2021 Spring Quarter	2212	N	16	59		1	1									1							78
CHEM 110	IntermedOrganicChem	Shaun M Mckinnie	2021 Spring Quarter	2212	N	3	9	6	6	7	6	3	8			2				1				3		54
CHEM 110L	Int OrganicChem Lab	Caitlin Maria Binder	2021 Spring Quarter	2212	N	7	36	5	6	2	3															59
CHEM 146B	Adv Lab Inorganic	Scott R Oliver	2021 Spring Quarter	2212	N	5	3	2		1								1								12
CHEM 146C	Adv Lab Physical	Yat Li	2021 Spring Quarter	2212	N	3	4	5				2														14
CHEM 151B	Main Group Elements	Timothy C Johnstone	2021 Spring Quarter	2212	N	2	11			1											1					15
CHEM 163C	Stat Thermo & Kinetics	Alex Ayzner	2021 Spring Quarter	2212	N		21	6	12	9	5	2	1			1		1	1							59
CHEM 169	Drug Design/Discvry	Robert Scott Lokey	2021 Spring Quarter	2212	N	10	16	1			1							3		1						32
CHEM 242C	Spctroscpy Analytics	John MacMillan	2021 Spring Quarter	2212	N		8	2													1					11
CHIN 3	Chinese: First Year	Jing Wu	2021 Spring Quarter	2212	N	3	7	1		1									2	1				1		16
CHIN 3	Chinese: First Year	David L Keenan	2021 Spring Quarter	2212	N		5	4			1										1					11
CHIN 6	Chinese: Second Year	Ting-Ting Wu	2021 Spring Quarter	2212	N	16	6									1		1		1						25
CHIN 108	Chinese: Classcal	Ting-Ting Wu	2021 Spring Quarter	2212	N	13	10	4	1		2								1							31
CHIN 108	Chinese: Classcal	Ting-Ting Wu	2021 Spring Quarter	2212	N	14	10	2		1				1												28
CLNI 140	Designing Your Life	Remy Franklin	2021 Spring Quarter	2212	Y		8	3	2	2																15
CLTE 95	Nonviolent Comm	Caren Elise Camblin	2021 Spring Quarter	2212	N	5	13			2									2							22
CLTE 135	Apprentice Comm Rsrch	Sheeva Melodie Sabati	2021 Spring Quarter	2212	N		16	5	2	1	1															25
CLTE 140	Designing Your Life	Remy Franklin	2021 Spring Quarter	2212	Y		5	2		1						1			3	1				1		14
CMMU 30	NumbersSocialJustice	Andrea Steiner	2021 Spring Quarter	2212	N	3	4	11	5	7	6		1						7	1						45
CMMU 102	Prep Field Studies	Elliott Oakley	2021 Spring Quarter	2212	N		13	10	2	5	1		2					2								35
CMMU 133	Making California	Julie H Guthman	2021 Spring Quarter	2212	N		6	5	3	10	1		4					1	2	1		1				34
CMMU 160	Public Health	Barbara Ann Garcia	2021 Spring Quarter	2212	N	7	13	9	2	1																32
CMPM 27	Substance Painter	Christopher Yonge	2021 Spring Quarter	2212	N	6	13	6	2	2			1							1						31
CMPM 80K	FoundationsGameDesgn	Tad Ander Leckman	2021 Spring Quarter	2212	N		247	21	6	9	1		1	1				3	7	2				1		299
CMPM 120	Game Develop Exp	Adam Marshall Smith	2021 Spring Quarter	2212	N		56	37	10	6	3		1	1	1		1	3	3							122
CMPM 120	Game Develop Exp	Nathan Altice	2021 Spring Quarter	2212	N	33	26	15	4	2	4	2	1						3	1						91
CMPM 152	Musical Data	Brian M Hansen	2021 Spring Quarter	2212	N	2	15	8		3								2	1	1						32
CMPM 169	Creative Coding	Oskar Elek	2021 Spring Quarter	2212	N	10	23			4			1					2	2		1			6		49
CMPM 172	Game Design III	Tad Ander Leckman	2021 Spring Quarter	2212	N	4	60			1			1													66
CMPM 172	Game Design III	Michael B John	2021 Spring Quarter	2212	N	3	23																			26
CMPM 177	Creative Strategies	Katherine C Isbister	2021 Spring Quarter	2212	N	46	9	1	1										1							58
CMPM 248	Inter Storytelling	Michael J Mateas	2021 Spring Quarter	2212	N		3														13					16
COWL 11C	Leader Intelligence	Miranda Allen-Brower	2021 Spring Quarter	2212	N	6	8	2	1	1	3								3					1		25
COWL 12	Public Speaking	Catherine Marie Carlstroem	2021 Spring Quarter	2212	N		2	4	5	2									3					1		17
COWL 89	Fac Research Colloq	David Draper	2021 Spring Quarter	2212	N		154			11								1	20	1				1		188
COWL 111	Mock Trial Workshop	Caitlin Marie Stinneford	2021 Spring Quarter	2212	N		30	2		1	2		1					1	1							38
COWL 122	UN-Contemporary Issues	Caitlin Marie Stinneford	2021 Spring Quarter	2212	Y		18	6											4	1						29
COWL 168	Social Change	Caitlin Marie Stinneford	2021 Spring Quarter	2212	N	2	35	2	1	2	1							1	1							45
COWL 175T	Memory in the Americas	Gabriela Segura	2021 Spring Quarter	2212	Y	4	2								1				2					1		10
COWL 184B	Leadership & Instit	Caitlin Marie Stinneford	2021 Spring Quarter	2212	N		32	2	2	2			1						2							41
COWL 198	Indep Field Study	Alan S Christy	2021 Spring Quarter	2212	N		8	2	1	1																12
CRES 13	Calif Indian History	Caitlin A Keliiaa	2021 Spring Quarter	2212	Y	2	11	5	2	2	1	1	2						3							29
CRES 45	Pilipinx Hist Dial	Neel K Ahuja	2021 Spring Quarter	2212	N														48	2				1		51
CRES 101	CRES Resrch Methods	Jennifer Lynn Kelly	2021 Spring Quarter	2212	N	9	10	12	5	2			1					2	4					1		46
CRES 131	Black Freedom Movemnts	Xavier Livermon	2021 Spring Quarter	2212	N	2	16	1	3	2	1	1	2					3	2	1				3		37
CRES 188X	Topics in CRES	Anny L Mogollón	2021 Spring Quarter	2212	N	4	7	2		1								1	1							16
CRES 190L	Comp Colonial Studies	Jennifer Lynn Kelly	2021 Spring Quarter	2212	Y	1	2	1	3	1									1	1						10
CRSN 10	Academic Success	Lindsay Elizabeth Knisely	2021 Spring Quarter	2212	N		2	5	6	5	1	1						2								22
CRSN 15	STEM Jump Start	Stella Hein	2021 Spring Quarter	2212	N		15			3			1			1			3							23
CRSN 55	Service Learning	Susan Allen Watrous	2021 Spring Quarter	2212	N	1	12	4	1										1	1						20
CRSN 61	Sustainable Living	Sue A Carter	2021 Spring Quarter	2212	Y	1	32	3	2	2				1				1	3					2		47
CRSN 80H	ClimateChangeSolutions	Les Guliasi	2021 Spring Quarter	2212	Y		2	1	4	1	1								2							11
CRSN 82	Enviro&Soc in Film	Neil Schaefer	2021 Spring Quarter	2212	N	1	6	15	5	1									3							31
CRSN 122	UN-Contemporary Issues	Caitlin Marie Stinneford	2021 Spring Quarter	2212	Y		22	2		1				2			1							4		32
CRSN 152	IDEASS Lab	Tamara Bethune Ball	2021 Spring Quarter	2212	N		2	2	1	3									4							12
CRSN 161	Sustainable Living	Sue A Carter	2021 Spring Quarter	2212	Y	3	16	1	2			1						1	1							25
CRWN 70	Intro to Radio	Shay Leigh Stoklos	2021 Spring Quarter	2212	N	1	3	1	2	1	1		1	1				1	2		1					15
CRWN 70L	Radio Production	Shay Leigh Stoklos	2021 Spring Quarter	2212	N	1	6			2		1	2						1	1	1					15
CRWN 80F	Science Fiction	Dion N Farquhar	2021 Spring Quarter	2212	N	4	8	1	1	3		1	1					4	1							24
CRWN 92	Soc/Creative Entrepr	Nada Miljkovic; Peter Joseph Koht	2021 Spring Quarter	2212	N	9	19																	1		29
CRWN 95	Business Assistance	Nada Miljkovic	2021 Spring Quarter	2212	N	9	1	4																		14
CRWN 97B	CAEVET Internship	Linda MacDonald Glenn	2021 Spring Quarter	2212	N	3	6												1							10
CRWN 185	Career&Internship	Caitlin Marie Stinneford	2021 Spring Quarter	2212	N		111	6	2	4		1		1				3	6	4				4		142
CSE 3	Personal Computers	Gerald Bennett Moulds	2021 Spring Quarter	2212	N		358		9	9		3	7					2	10	6	1			1		406
CSE 12	Com Sys/Assmbly Lan	Sagnik Nath	2021 Spring Quarter	2212	N	35	149	33	39	84	27	8	15	2	4	7		23	3	15				10		454
CSE 12L	Comp Sys/Lang Lab	Sagnik Nath	2021 Spring Quarter	2212	N	35	149	33	39	84	27	8	16	2	4	7		25	2	14				9		454
CSE 13E	Embedded Systems&C	Maxwell James Dunne	2021 Spring Quarter	2212	N	5	13	10	7	18	11	6	8			2		13	1	13				8		115
CSE 13S	Comp Sys and C Prog	Darrell D. E. Long	2021 Spring Quarter	2212	N	3	6	43	36	22	41	14	13	1				24	3	24				36		266
CSE 16	Appl Discrete Math	Martine Schlag	2021 Spring Quarter	2212	N	11	43	24	39	55	48	24	18	14		4		6	3	13				9		311
CSE 20	Beginning Python	Yongwhan Lim	2021 Spring Quarter	2212	N	77	18	1	4	2	2	2	12					10	12	11				7		158
CSE 20	Beginning Python	Larissa A Munishkina	2021 Spring Quarter	2212	N	20	45	8	9	24	11	4	22			8		11	13	7	1			8		191
CSE 20	Beginning Python	Ryan David Hausen	2021 Spring Quarter	2212	N		23	10	13	5	3	5	5	2	2	1		6	6	8				7		96
CSE 30	Prog Abs Python	Jeffrey Bergamini	2021 Spring Quarter	2212	N	30	16	7	12	12	13	8	7	7	5	4	5	22	13	21				12		194
CSE 30	Prog Abs Python	Patrick Tantalo	2021 Spring Quarter	2212	N	26	41	22	10	19	12	8	8		4		1	19	2	9				10		191
CSE 40	ML Basics	Lise Getoor	2021 Spring Quarter	2212	N	2	11	9	5	11	3	1	1						4	5				1		53
CSE 50	Business Inf System	Paul Hubert Francis Vroomen	2021 Spring Quarter	2212	N	9	21	15	15	12	3	4	2					6	11	5				2		105
CSE 80N	Intro to Networking	Chen Qian	2021 Spring Quarter	2212	N	14	35	14	13	25	5	7	5	3			1		14	6				5		147
CSE 100	Logic Design	Sagnik Nath	2021 Spring Quarter	2212	N	10	28	13		6	3		6	1				2		5				9		83
CSE 100L	Logic Design Lab	Sagnik Nath	2021 Spring Quarter	2212	N	10	28	13		6	3		6	1				3		4				9		83
